list_name,name,label,area,species,smu,cu
cu_list,CM-11,NORTHWEST VANCOUVER ISLAND,SOUTH COAST,Chum,WCVI CHUM SALMON,CM-11
cu_list,CO-16,JUAN DE FUCA-PACHENA,SOUTH COAST,Coho,WCVI COHO SALMON,CO-16
cu_list,CO-17,WEST VANCOUVER ISLAND,SOUTH COAST,Coho,WCVI COHO SALMON,CO-17
cu_list,CO-18,CLAYOQUOT,SOUTH COAST,Coho,WCVI COHO SALMON,CO-18
cu_list,PKE-03,NORTHWEST VANCOUVER ISLAND,SOUTH COAST,Pink Even,WCVI PINK SALMON,PKE-03
cu_list,PKE-02,WEST VANCOUVER ISLAND,SOUTH COAST,Pink Even,WCVI PINK SALMON,PKE-02
cu_list,PKO-06,WEST VANCOUVER ISLAND,SOUTH COAST,Pink Odd,WCVI PINK SALMON,PKO-06
cu_list,CK-67,ALSEK,YUKON TRANSBOUNDARY,Chinook,ALSEK CHINOOK SALMON,CK-67
cu_list,CO-45,ALSEK RIVER,YUKON TRANSBOUNDARY,Coho,ALSEK COHO SALMON,CO-45
cu_list,SEL-30-01,BLANCHARD,YUKON TRANSBOUNDARY,Sockeye Lake Type ,ALSEK SOCKEYE SALMON,SEL-30-01
cu_list,SEL-30-03,NESKETAHIN,YUKON TRANSBOUNDARY,Sockeye Lake Type ,ALSEK SOCKEYE SALMON,SEL-30-03
cu_list,SEL-30-02,KLUKSHU,YUKON TRANSBOUNDARY,Sockeye Lake Type ,ALSEK SOCKEYE SALMON,SEL-30-02
cu_list,CM-33,UNUK,YUKON TRANSBOUNDARY,Chum,CU IS EXTANT AND IS EITHER ACCEPTED OR HAS BEEN PROPOSED.,CM-33
cu_list,CK-77,SALMON FORK,YUKON TRANSBOUNDARY,Chinook,PORCUPINE CHINOOK SALMON,CK-77
cu_list,CK-79,OLD CROW,YUKON TRANSBOUNDARY,Chinook,PORCUPINE CHINOOK SALMON,CK-79
cu_list,CK-78,PORCUPINE,YUKON TRANSBOUNDARY,Chinook,PORCUPINE CHINOOK SALMON,CK-78
cu_list,CM-46,PORCUPINE RIVER,YUKON TRANSBOUNDARY,Chum,PORCUPINE CHUM SALMON,CM-46
cu_list,CO-46,PORCUPINE,YUKON TRANSBOUNDARY,Coho,PORCUPINE COHO SALMON,CO-46
cu_list,CK-60,STIKINE-EARLY TIMING,YUKON TRANSBOUNDARY,Chinook,STIKINE CHINOOK SALMON,CK-60
cu_list,CK-61,STIKINE-LATE TIMING,YUKON TRANSBOUNDARY,Chinook,STIKINE CHINOOK SALMON,CK-61
cu_list,CO-39,LOWER STIKINE,YUKON TRANSBOUNDARY,Coho,STIKINE COHO SALMON,CO-39
cu_list,SEL-26-03,CHUTINE,YUKON TRANSBOUNDARY,Sockeye Lake Type ,STIKINE SOCKEYE SALMON,SEL-26-03
cu_list,SEL-26-02,TAHLTAN,YUKON TRANSBOUNDARY,Sockeye Lake Type ,STIKINE SOCKEYE SALMON,SEL-26-02
cu_list,SEL-26-01,CHRISTINA,YUKON TRANSBOUNDARY,Sockeye Lake Type ,STIKINE SOCKEYE SALMON,SEL-26-01
cu_list,CK-64,TAKU-MID TIMING,YUKON TRANSBOUNDARY,Chinook,TAKU CHINOOK SALMON,CK-64
cu_list,CK-65,TAKU-LATE TIMING,YUKON TRANSBOUNDARY,Chinook,TAKU CHINOOK SALMON,CK-65
cu_list,CK-63,TAKU-EARLY TIMING,YUKON TRANSBOUNDARY,Chinook,TAKU CHINOOK SALMON,CK-63
cu_list,CO-41,TAKU-LATE TIMING,YUKON TRANSBOUNDARY,Coho,TAKU COHO SALMON,CO-41
cu_list,CO-42,TAKU-MID TIMING,YUKON TRANSBOUNDARY,Coho,TAKU COHO SALMON,CO-42
cu_list,CO-43,TAKU-EARLY TIMING,YUKON TRANSBOUNDARY,Coho,TAKU COHO SALMON,CO-43
cu_list,SEL-28-03,TATSAMENIE,YUKON TRANSBOUNDARY,Sockeye Lake Type ,TAKU SOCKEYE SALMON,SEL-28-03
cu_list,SEL-28-05,KING SALMON,YUKON TRANSBOUNDARY,Sockeye Lake Type ,TAKU SOCKEYE SALMON,SEL-28-05
cu_list,SEL-28-02,LITTLE TRAPPER,YUKON TRANSBOUNDARY,Sockeye Lake Type ,TAKU SOCKEYE SALMON,SEL-28-02
cu_list,SEL-28-01,KUTHAI,YUKON TRANSBOUNDARY,Sockeye Lake Type ,TAKU SOCKEYE SALMON,SEL-28-01
cu_list,CM-36,TAKU,YUKON TRANSBOUNDARY,Chum,TRANSBOUNDARY CHUM SALMON,CM-36
cu_list,PKE-13,TRANSBOUNDARY FJORDS,YUKON TRANSBOUNDARY,Pink Even,TRANSBOUNDARY PINK SALMON,PKE-13
cu_list,PKO-19,TRANSBOUNDARY FJORDS,YUKON TRANSBOUNDARY,Pink Odd,TRANSBOUNDARY PINK SALMON,PKO-19
cu_list,CK-69,UPPER YUKON RIVER,YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-69
cu_list,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-73
cu_list,CK-71,NORDENSKIOLD,YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-71
cu_list,CK-68,YUKON RIVER-TESLIN HEADWATERS,YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-68
cu_list,CK-76,NORTHERN YUKON RIVER AND TRIBUTARIES,YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-76
cu_list,CK-75,WHITE AND TRIBUTARIES,YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-75
cu_list,CK-74,STEWART,YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-74
cu_list,CK-72,PELLY,YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-72
cu_list,CK-70,BIG SALMON,YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-70
cu_list,CM-42,MIDDLE YUKON RIVER,YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-42
cu_list,CM-48,STEWART,YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-48
cu_list,CM-45,DONJEK-KLUANE,YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-45
cu_list,CM-44,WHITE RIVER,YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-44
cu_list,CM-43,NORTH YUKON RIVER,YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-43
cu_list,CM-38,TESLIN,YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-38
